,HOTEL_NAME,HOTEL_URL
61,Cape Diamond Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d586726-Reviews-Cape_Diamond_Hotel-Cape_Town_Central_Western_Cape.html
62,Cape Town Beachfront Apartments at Leisure Bay,https://www.tripadvisor.in/Hotel_Review-g312665-d301423-Reviews-Cape_Town_Beachfront_Apartments_at_Leisure_Bay-Milnerton_Western_Cape.html
63,Lagoon Beach Hotel & Spa,https://www.tripadvisor.in/Hotel_Review-g312665-d582286-Reviews-Lagoon_Beach_Hotel_Spa-Milnerton_Western_Cape.html
64,Winchester Mansions,https://www.tripadvisor.in/Hotel_Review-g312659-d313229-Reviews-Winchester_Mansions-Cape_Town_Central_Western_Cape.html
65,Southern Comfort Guest Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d2461008-Reviews-Southern_Comfort_Guest_Lodge-Cape_Town_Central_Western_Cape.html
66,Mountview Spa and Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d621128-Reviews-Mountview_Spa_and_Guest_House-Cape_Town_Central_Western_Cape.html
67,Ocean View House,https://www.tripadvisor.in/Hotel_Review-g312658-d316622-Reviews-Ocean_View_House-Camps_Bay_Western_Cape.html
68,Cape Diem Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d1082114-Reviews-Cape_Diem_Lodge-Cape_Town_Central_Western_Cape.html
69,Cape Milner,https://www.tripadvisor.in/Hotel_Review-g312659-d303094-Reviews-Cape_Milner-Cape_Town_Central_Western_Cape.html
70,The Last Word Constantia,https://www.tripadvisor.in/Hotel_Review-g312660-d621546-Reviews-The_Last_Word_Constantia-Constantia_Western_Cape.html
71,Aquarius Luxury Suites,https://www.tripadvisor.in/Hotel_Review-g6736900-d1806853-Reviews-Aquarius_Luxury_Suites-Bloubergstrand_Western_Cape.html
72,The Amalfi Atlantic Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d2287290-Reviews-The_Amalfi_Atlantic_Hotel-Cape_Town_Central_Western_Cape.html
73,Simon's Town Quayside Hotel and Conference Centre,https://www.tripadvisor.in/Hotel_Review-g319718-d309221-Reviews-Simon_s_Town_Quayside_Hotel_and_Conference_Centre-Simon_s_Town_Western_Cape.html
74,Dutch Manor Antique Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d1833790-Reviews-Dutch_Manor_Antique_Hotel-Cape_Town_Central_Western_Cape.html
75,Fritz Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d458046-Reviews-Fritz_Hotel-Cape_Town_Central_Western_Cape.html
76,Taj Cape Town,https://www.tripadvisor.in/Hotel_Review-g312659-d1546451-Reviews-Taj_Cape_Town-Cape_Town_Central_Western_Cape.html
77,Villa Costa Rose,https://www.tripadvisor.in/Hotel_Review-g312659-d1234181-Reviews-Villa_Costa_Rose-Cape_Town_Central_Western_Cape.html
78,Magellan's Passage,https://www.tripadvisor.in/Hotel_Review-g319718-d1907097-Reviews-Magellan_s_Passage-Simon_s_Town_Western_Cape.html
79,Rosedene Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d1370378-Reviews-Rosedene_Lodge-Cape_Town_Central_Western_Cape.html
80,Cape Riviera,https://www.tripadvisor.in/Hotel_Review-g312659-d1070054-Reviews-Cape_Riviera-Cape_Town_Central_Western_Cape.html
81,Oceana Palms Luxury Guesthouse,https://www.tripadvisor.in/Hotel_Review-g1020231-d1719735-Reviews-Oceana_Palms_Luxury_Guesthouse-Gordon_s_Bay_Western_Cape.html
82,African Queen,https://www.tripadvisor.in/Hotel_Review-g312666-d1220256-Reviews-African_Queen-Noordhoek_Western_Cape.html
83,Hedge House,https://www.tripadvisor.in/Hotel_Review-g312582-d1604088-Reviews-Hedge_House-Newlands_Western_Cape.html
84,Clouds Guest House,https://www.tripadvisor.in/Hotel_Review-g1057715-d2231151-Reviews-Clouds_Guest_House-Durbanville_Western_Cape.html
85,Villa Lutzi,https://www.tripadvisor.in/Hotel_Review-g312659-d592792-Reviews-Villa_Lutzi-Cape_Town_Central_Western_Cape.html
86,Atlantic Gold,https://www.tripadvisor.in/Hotel_Review-g4574140-d2291100-Reviews-Atlantic_Gold-Bakoven_Camps_Bay_Western_Cape.html
87,Wish U Were Here Lodge and Back packers,https://www.tripadvisor.in/Hotel_Review-g312659-d7230928-Reviews-Wish_U_Were_Here_Lodge_and_Back_packers-Cape_Town_Central_Western_Cape.html
88,Blue Views Villas and Apartments,https://www.tripadvisor.in/Hotel_Review-g312658-d1450632-Reviews-Blue_Views_Villas_and_Apartments-Camps_Bay_Western_Cape.html
89,Cape Heritage Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d309131-Reviews-Cape_Heritage_Hotel-Cape_Town_Central_Western_Cape.html
90,Protea Hotel Cape Town North Wharf,https://www.tripadvisor.in/Hotel_Review-g312659-d601257-Reviews-Protea_Hotel_Cape_Town_North_Wharf-Cape_Town_Central_Western_Cape.html
91,Cloud 9 Boutique Hotel & Spa,https://www.tripadvisor.in/Hotel_Review-g312659-d644661-Reviews-Cloud_9_Boutique_Hotel_Spa-Cape_Town_Central_Western_Cape.html
92,Camps Bay Retreat,https://www.tripadvisor.in/Hotel_Review-g312658-d483315-Reviews-Camps_Bay_Retreat-Camps_Bay_Western_Cape.html
93,Vineyard Hotel,https://www.tripadvisor.in/Hotel_Review-g312582-d305781-Reviews-Vineyard_Hotel-Newlands_Western_Cape.html
94,South Beach Camps Bay,https://www.tripadvisor.in/Hotel_Review-g312658-d634216-Reviews-South_Beach_Camps_Bay-Camps_Bay_Western_Cape.html
95,The Charles,https://www.tripadvisor.in/Hotel_Review-g312659-d632024-Reviews-The_Charles-Cape_Town_Central_Western_Cape.html
96,Rockwell All Suite Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d1593032-Reviews-Rockwell_All_Suite_Hotel-Cape_Town_Central_Western_Cape.html
97,Sunstays Lagoon Beach Apartments,https://www.tripadvisor.in/Hotel_Review-g312665-d653579-Reviews-Sunstays_Lagoon_Beach_Apartments-Milnerton_Western_Cape.html
98,Brenwin Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d303091-Reviews-Brenwin_Guest_House-Cape_Town_Central_Western_Cape.html
99,Avatara Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d1238322-Reviews-Avatara_Guest_House-Cape_Town_Central_Western_Cape.html
100,Abbey Manor Luxury Guesthouse,https://www.tripadvisor.in/Hotel_Review-g312659-d535808-Reviews-Abbey_Manor_Luxury_Guesthouse-Cape_Town_Central_Western_Cape.html
101,Garden Court Nelson Mandela Boulevard,https://www.tripadvisor.in/Hotel_Review-g6776544-d299218-Reviews-Garden_Court_Nelson_Mandela_Boulevard-Woodstock_Western_Cape.html
102,Blackheath Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d562530-Reviews-Blackheath_Lodge-Cape_Town_Central_Western_Cape.html
103,The Walden House,https://www.tripadvisor.in/Hotel_Review-g312659-d458051-Reviews-The_Walden_House-Cape_Town_Central_Western_Cape.html
104,St James Manor,https://www.tripadvisor.in/Hotel_Review-g2331930-d1478177-Reviews-St_James_Manor-St_James_Western_Cape.html
105,Silver Forest Boutique Lodge & Spa,https://www.tripadvisor.in/Hotel_Review-g469396-d3847389-Reviews-Silver_Forest_Boutique_Lodge_Spa-Somerset_West_Western_Cape.html
106,Ikhaya Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d1500678-Reviews-Ikhaya_Lodge-Cape_Town_Central_Western_Cape.html
107,Rosedene Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d458050-Reviews-Rosedene_Guest_House-Cape_Town_Central_Western_Cape.html
108,Villa Sunshine,https://www.tripadvisor.in/Hotel_Review-g312654-d645508-Reviews-Villa_Sunshine-Bantry_Bay_Western_Cape.html
109,Cascades on the Promenade,https://www.tripadvisor.in/Hotel_Review-g312659-d1816957-Reviews-Cascades_on_the_Promenade-Cape_Town_Central_Western_Cape.html
110,Kingslyn Boutique Guesthouse,https://www.tripadvisor.in/Hotel_Review-g312659-d1049168-Reviews-Kingslyn_Boutique_Guesthouse-Cape_Town_Central_Western_Cape.html
111,Cotswold Guest House,https://www.tripadvisor.in/Hotel_Review-g312665-d533491-Reviews-Cotswold_Guest_House-Milnerton_Western_Cape.html
112,Atlantic Point Backpackers,https://www.tripadvisor.in/Hotel_Review-g312659-d1837412-Reviews-Atlantic_Point_Backpackers-Cape_Town_Central_Western_Cape.html
113,A Sunflower Stop,https://www.tripadvisor.in/Hotel_Review-g312659-d577634-Reviews-A_Sunflower_Stop-Cape_Town_Central_Western_Cape.html
114,The Tree House Boutique Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d12291515-Reviews-The_Tree_House_Boutique_Hotel-Cape_Town_Central_Western_Cape.html
115,The Place on the Bay,https://www.tripadvisor.in/Hotel_Review-g312658-d309149-Reviews-The_Place_on_the_Bay-Camps_Bay_Western_Cape.html
116,Colona Castle,https://www.tripadvisor.in/Hotel_Review-g2280424-d305679-Reviews-Colona_Castle-Lakeside_Western_Cape.html
117,Atlantic Waves Guest House,https://www.tripadvisor.in/Hotel_Review-g1766200-d2083560-Reviews-Atlantic_Waves_Guest_House-Sunset_Beach_Western_Cape.html
118,Queen Victoria Hotel & Manor House,https://www.tripadvisor.in/Hotel_Review-g312659-d2066790-Reviews-Queen_Victoria_Hotel_Manor_House-Cape_Town_Central_Western_Cape.html
119,Atlanticview Cape Town Boutique Hotel,https://www.tripadvisor.in/Hotel_Review-g312658-d631305-Reviews-Atlanticview_Cape_Town_Boutique_Hotel-Camps_Bay_Western_Cape.html
120,Protea Hotel Cape Town North Wharf,https://www.tripadvisor.in/Hotel_Review-g312659-d601257-Reviews-Protea_Hotel_Cape_Town_North_Wharf-Cape_Town_Central_Western_Cape.html
121,Cloud 9 Boutique Hotel & Spa,https://www.tripadvisor.in/Hotel_Review-g312659-d644661-Reviews-Cloud_9_Boutique_Hotel_Spa-Cape_Town_Central_Western_Cape.html
122,Camps Bay Retreat,https://www.tripadvisor.in/Hotel_Review-g312658-d483315-Reviews-Camps_Bay_Retreat-Camps_Bay_Western_Cape.html
123,Vineyard Hotel,https://www.tripadvisor.in/Hotel_Review-g312582-d305781-Reviews-Vineyard_Hotel-Newlands_Western_Cape.html
124,South Beach Camps Bay,https://www.tripadvisor.in/Hotel_Review-g312658-d634216-Reviews-South_Beach_Camps_Bay-Camps_Bay_Western_Cape.html
125,The Charles,https://www.tripadvisor.in/Hotel_Review-g312659-d632024-Reviews-The_Charles-Cape_Town_Central_Western_Cape.html
126,Rockwell All Suite Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d1593032-Reviews-Rockwell_All_Suite_Hotel-Cape_Town_Central_Western_Cape.html
127,Sunstays Lagoon Beach Apartments,https://www.tripadvisor.in/Hotel_Review-g312665-d653579-Reviews-Sunstays_Lagoon_Beach_Apartments-Milnerton_Western_Cape.html
128,Brenwin Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d303091-Reviews-Brenwin_Guest_House-Cape_Town_Central_Western_Cape.html
129,Avatara Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d1238322-Reviews-Avatara_Guest_House-Cape_Town_Central_Western_Cape.html
130,Abbey Manor Luxury Guesthouse,https://www.tripadvisor.in/Hotel_Review-g312659-d535808-Reviews-Abbey_Manor_Luxury_Guesthouse-Cape_Town_Central_Western_Cape.html
131,Garden Court Nelson Mandela Boulevard,https://www.tripadvisor.in/Hotel_Review-g6776544-d299218-Reviews-Garden_Court_Nelson_Mandela_Boulevard-Woodstock_Western_Cape.html
132,Blackheath Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d562530-Reviews-Blackheath_Lodge-Cape_Town_Central_Western_Cape.html
133,The Walden House,https://www.tripadvisor.in/Hotel_Review-g312659-d458051-Reviews-The_Walden_House-Cape_Town_Central_Western_Cape.html
134,St James Manor,https://www.tripadvisor.in/Hotel_Review-g2331930-d1478177-Reviews-St_James_Manor-St_James_Western_Cape.html
135,Silver Forest Boutique Lodge & Spa,https://www.tripadvisor.in/Hotel_Review-g469396-d3847389-Reviews-Silver_Forest_Boutique_Lodge_Spa-Somerset_West_Western_Cape.html
136,Ikhaya Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d1500678-Reviews-Ikhaya_Lodge-Cape_Town_Central_Western_Cape.html
137,Rosedene Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d458050-Reviews-Rosedene_Guest_House-Cape_Town_Central_Western_Cape.html
138,Villa Sunshine,https://www.tripadvisor.in/Hotel_Review-g312654-d645508-Reviews-Villa_Sunshine-Bantry_Bay_Western_Cape.html
139,Cascades on the Promenade,https://www.tripadvisor.in/Hotel_Review-g312659-d1816957-Reviews-Cascades_on_the_Promenade-Cape_Town_Central_Western_Cape.html
140,Kingslyn Boutique Guesthouse,https://www.tripadvisor.in/Hotel_Review-g312659-d1049168-Reviews-Kingslyn_Boutique_Guesthouse-Cape_Town_Central_Western_Cape.html
141,Cotswold Guest House,https://www.tripadvisor.in/Hotel_Review-g312665-d533491-Reviews-Cotswold_Guest_House-Milnerton_Western_Cape.html
142,Atlantic Point Backpackers,https://www.tripadvisor.in/Hotel_Review-g312659-d1837412-Reviews-Atlantic_Point_Backpackers-Cape_Town_Central_Western_Cape.html
143,A Sunflower Stop,https://www.tripadvisor.in/Hotel_Review-g312659-d577634-Reviews-A_Sunflower_Stop-Cape_Town_Central_Western_Cape.html
144,The Tree House Boutique Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d12291515-Reviews-The_Tree_House_Boutique_Hotel-Cape_Town_Central_Western_Cape.html
145,The Place on the Bay,https://www.tripadvisor.in/Hotel_Review-g312658-d309149-Reviews-The_Place_on_the_Bay-Camps_Bay_Western_Cape.html
146,Colona Castle,https://www.tripadvisor.in/Hotel_Review-g2280424-d305679-Reviews-Colona_Castle-Lakeside_Western_Cape.html
147,Atlantic Waves Guest House,https://www.tripadvisor.in/Hotel_Review-g1766200-d2083560-Reviews-Atlantic_Waves_Guest_House-Sunset_Beach_Western_Cape.html
148,Queen Victoria Hotel & Manor House,https://www.tripadvisor.in/Hotel_Review-g312659-d2066790-Reviews-Queen_Victoria_Hotel_Manor_House-Cape_Town_Central_Western_Cape.html
149,Atlanticview Cape Town Boutique Hotel,https://www.tripadvisor.in/Hotel_Review-g312658-d631305-Reviews-Atlanticview_Cape_Town_Boutique_Hotel-Camps_Bay_Western_Cape.html
150,Mandela Rhodes Place Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d627097-Reviews-Mandela_Rhodes_Place_Hotel-Cape_Town_Central_Western_Cape.html
151,The Last Word Long Beach,https://www.tripadvisor.in/Hotel_Review-g1214290-d611480-Reviews-The_Last_Word_Long_Beach-Kommetjie_Western_Cape.html
152,Cape Town Marriott Hotel Crystal Towers,https://www.tripadvisor.in/Hotel_Review-g4464136-d1484190-Reviews-Cape_Town_Marriott_Hotel_Crystal_Towers-Century_City_Western_Cape.html
153,Wilton Manor Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d632884-Reviews-Wilton_Manor_Guest_House-Cape_Town_Central_Western_Cape.html
154,Signal Hill Lodge,https://www.tripadvisor.in/Hotel_Review-g312659-d636974-Reviews-Signal_Hill_Lodge-Cape_Town_Central_Western_Cape.html
155,Grand Daddy Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d1383475-Reviews-Grand_Daddy_Hotel-Cape_Town_Central_Western_Cape.html
156,The Three Boutique Hotel,https://www.tripadvisor.in/Hotel_Review-g312659-d562334-Reviews-The_Three_Boutique_Hotel-Cape_Town_Central_Western_Cape.html
157,Manhattan Suites & Conferencing,https://www.tripadvisor.in/Hotel_Review-g4464136-d1479904-Reviews-Manhattan_Suites_Conferencing-Century_City_Western_Cape.html
158,Welgelegen Boutique Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d482107-Reviews-Welgelegen_Boutique_Guest_House-Cape_Town_Central_Western_Cape.html
159,Southern Cross Guesthouse,https://www.tripadvisor.in/Hotel_Review-g469396-d1552735-Reviews-Southern_Cross_Guesthouse-Somerset_West_Western_Cape.html
160,Radium Hall Guest House,https://www.tripadvisor.in/Hotel_Review-g312659-d621218-Reviews-Radium_Hall_Guest_House-Cape_Town_Central_Western_Cape.html
