,HOTEL_NAME,HOTEL_URL
126,Bounce Sydney,https://www.tripadvisor.in/Hotel_Review-g255060-d1876107-Reviews-Bounce_Sydney-Sydney_New_South_Wales.html
127,"Hotel Harry, an Ascend Hotel Collection Member",https://www.tripadvisor.in/Hotel_Review-g255060-d8374981-Reviews-Hotel_Harry_an_Ascend_Hotel_Collection_Member-Sydney_New_South_Wales.html
128,Australian Sunrise Lodge,https://www.tripadvisor.in/Hotel_Review-g8572746-d603390-Reviews-Australian_Sunrise_Lodge-Newtown_New_South_Wales.html
129,Hotel Bondi,https://www.tripadvisor.in/Hotel_Review-g947961-d298403-Reviews-Hotel_Bondi-Bondi_Greater_Sydney_New_South_Wales.html
130,Sydney Park Hotel,https://www.tripadvisor.in/Hotel_Review-g8572746-d13796781-Reviews-Sydney_Park_Hotel-Newtown_New_South_Wales.html
131,The Merchant Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d13532010-Reviews-The_Merchant_Hotel-Sydney_New_South_Wales.html
132,Shilla Lodge Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d11044838-Reviews-Shilla_Lodge_Hotel-Sydney_New_South_Wales.html
133,Coogee Prime Lodge,https://www.tripadvisor.in/Hotel_Review-g1119998-d10717792-Reviews-Coogee_Prime_Lodge-Clovelly_Randwick_Greater_Sydney_New_South_Wales.html
134,Glasgow Arms Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d674339-Reviews-Glasgow_Arms_Hotel-Sydney_New_South_Wales.html
135,Q Station Sydney Harbour National Park Hotel,https://www.tripadvisor.in/Hotel_Review-g552103-d1230893-Reviews-Q_Station_Sydney_Harbour_National_Park_Hotel-Manly_Greater_Sydney_New_South_Wales.html
136,Sydney Lodge Motel,https://www.tripadvisor.in/Hotel_Review-g255060-d664766-Reviews-Sydney_Lodge_Motel-Sydney_New_South_Wales.html
137,The Village Kings Cross,https://www.tripadvisor.in/Hotel_Review-g255060-d263576-Reviews-The_Village_Kings_Cross-Sydney_New_South_Wales.html
138,The Grove,https://www.tripadvisor.in/Hotel_Review-g815420-d7808956-Reviews-The_Grove-Leichhardt_New_South_Wales.html
139,Cambridge Lodge Guest House,https://www.tripadvisor.in/Hotel_Review-g3741475-d598006-Reviews-Cambridge_Lodge_Guest_House-Stanmore_New_South_Wales.html
140,Coogee Beach House,https://www.tripadvisor.in/Hotel_Review-g261609-d3845732-Reviews-Coogee_Beach_House-Coogee_Randwick_Greater_Sydney_New_South_Wales.html
141,Hotel Palisade,https://www.tripadvisor.in/Hotel_Review-g255060-d583800-Reviews-Hotel_Palisade-Sydney_New_South_Wales.html
142,Hotel Steyne,https://www.tripadvisor.in/Hotel_Review-g552103-d1959848-Reviews-Hotel_Steyne-Manly_Greater_Sydney_New_South_Wales.html
143,Balmain B&B at Cat and Fiddle Hotel,https://www.tripadvisor.in/Hotel_Review-g552083-d8602177-Reviews-Balmain_B_B_at_Cat_and_Fiddle_Hotel-Balmain_New_South_Wales.html
144,The Mercantile Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d298404-Reviews-The_Mercantile_Hotel-Sydney_New_South_Wales.html
145,Casa Central Accommodation,https://www.tripadvisor.in/Hotel_Review-g255060-d3328154-Reviews-Casa_Central_Accommodation-Sydney_New_South_Wales.html
146,Mrs Banks Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d12805661-Reviews-Mrs_Banks_Hotel-Sydney_New_South_Wales.html
147,Arts Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d259219-Reviews-Arts_Hotel-Sydney_New_South_Wales.html
148,Dunkirk Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d1764111-Reviews-Dunkirk_Hotel-Sydney_New_South_Wales.html
149,Park Hyatt Sydney,https://www.tripadvisor.in/Hotel_Review-g255060-d256618-Reviews-Park_Hyatt_Sydney-Sydney_New_South_Wales.html
150,Mantra on Kent,https://www.tripadvisor.in/Hotel_Review-g255060-d583797-Reviews-Mantra_on_Kent-Sydney_New_South_Wales.html
151,The York by Swiss-Belhotel,https://www.tripadvisor.in/Hotel_Review-g255060-d256666-Reviews-The_York_by_Swiss_Belhotel-Sydney_New_South_Wales.html
152,"Meriton Suites Pitt Street, Sydney",https://www.tripadvisor.in/Hotel_Review-g255060-d489097-Reviews-Meriton_Suites_Pitt_Street_Sydney-Sydney_New_South_Wales.html
153,"Meriton Suites Campbell Street, Sydney",https://www.tripadvisor.in/Hotel_Review-g255060-d2183915-Reviews-Meriton_Suites_Campbell_Street_Sydney-Sydney_New_South_Wales.html
154,Regents Court Sydney,https://www.tripadvisor.in/Hotel_Review-g255060-d258089-Reviews-Regents_Court_Sydney-Sydney_New_South_Wales.html
155,Hotel Bondi,https://www.tripadvisor.in/Hotel_Review-g947961-d298403-Reviews-Hotel_Bondi-Bondi_Greater_Sydney_New_South_Wales.html
